2022-01-31;17:33:27;229,301;;75000;NRD;NRD;VWAP;OB,ON,D,N,BENC;229,1;229,1;
2022-01-31;17:29:59;229,1;;341;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;234;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;1259;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;872;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;1109;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;304;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;62;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;36;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;351;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;509;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;1121;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;1330;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;774;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;257;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;715;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;987;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;951;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;253;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;6039;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;792;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;15;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;41;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;1142;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;2978;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;1423;-;-;CROS;LB,CA;229,1;229,1;
2022-01-31;17:29:59;229,1;;456;-;-;CROS;LB,CA;229,1;229,1;
