2022-02-22;17:29:10;7,89;;1000;NON;AVA;;LB,CT;7,87;7,89;>
2022-02-22;17:28:52;7,89;;15619;NON;AVA;;LB,CT;7,87;7,89;>
2022-02-22;17:28:52;7,89;;10344;NON;AVA;;LB,CT;7,8;7,89;>
2022-02-22;17:28:51;7,89;;300;AVA;AVA;;LB,CT;7,89;7,95;<
2022-02-22;17:27:54;7,95;;125;AVA;NON;;LB,CT;7,88;7,95;>
2022-02-22;17:27:46;7,91;;35;AVA;AVA;;LB,CT;7,87;7,91;>
2022-02-22;17:27:25;7,91;;63;AVA;AVA;;LB,CT;7,88;7,91;>
2022-02-22;17:25:47;7,86;;3562;NON;AVA;;LB,CT;7,86;7,91;<
2022-02-22;17:25:11;7,91;;65;AVA;AVA;;LB,CT;7,86;7,91;>
2022-02-22;17:23:53;7,91;;300;NON;AVA;;LB,CT;7,86;7,91;>
2022-02-22;17:23:35;7,91;;3792;AVA;AVA;;LB,CT;7,86;7,91;>
2022-02-22;17:23:05;7,91;;595;AVA;AVA;;LB,CT;7,91;7,92;<
2022-02-22;17:22:32;7,91;;37;AVA;AVA;;LB,CT;7,86;7,91;>
2022-02-22;17:22:05;7,91;;63;AVA;AVA;;LB,CT;7,86;7,91;<
2022-02-22;17:21:13;7,84;;2008;NON;AVA;;LB,CT;7,84;7,9;<
2022-02-22;17:20:50;7,82;;277;NON;NON;;LB,CT;7,89;7,9;<
2022-02-22;17:20:50;7,85;;162;NON;NON;;LB,CT;7,89;7,9;<
2022-02-22;17:20:50;7,89;;61;AVA;NON;;LB,CT;7,89;7,9;<
2022-02-22;17:20:44;7,89;;1997;AVA;NON;;LB,CT;7,85;7,89;>
2022-02-22;17:20:44;7,89;;1942;AVA;AVA;;LB,CT;7,85;7,89;>
2022-02-22;17:20:03;7,89;;253;AVA;AVA;;LB,CT;7,85;7,89;>
2022-02-22;17:19:13;7,85;;2038;NON;AVA;;LB,CT;7,82;7,85;>
2022-02-22;17:18:56;7,82;;1278;NON;AVA;;LB,CT;7,82;7,85;<
2022-02-22;17:18:24;7,83;;665;NON;AVA;;LB,CT;7,83;7,85;<
2022-02-22;17:18:16;7,83;;54;NON;AVA;;LB,CT;7,83;7,85;<
2022-02-22;17:18:09;7,85;;250;AVA;AVA;;LB,CT;7,85;7,89;<
2022-02-22;17:16:03;7,91;;200;AVA;MGF;;LB,CT;7,85;7,91;>
2022-02-22;17:15:16;7,91;;8;AVA;MGF;;LB,CT;7,88;7,91;>
2022-02-22;17:14:17;7,94;;188;AVA;MGF;;LB,CT;7,87;7,94;>
2022-02-22;17:14:00;7,94;;503;AVA;MGF;;LB,CT;7,87;7,94;>
2022-02-22;17:13:36;7,93;;377;AVA;MGF;;LB,CT;7,87;7,93;>
2022-02-22;17:13:34;7,93;;125;NON;MGF;;LB,CT;7,88;7,93;<
2022-02-22;17:12:23;7,96;;250;AVA;MGF;;LB,CT;7,88;7,96;>
2022-02-22;17:12:01;7,94;;43827;AVA;MGF;;LB,CT;7,94;8,06;<
2022-02-22;17:11:58;7,95;;1000;AVA;MGF;;LB,CT;7,94;7,95;>
2022-02-22;17:11:27;7,94;;6811;AVA;NON;;LB,CT;7,94;7,95;<
2022-02-22;17:11:26;7,94;;12334;AVA;NON;;LB,CT;7,94;7,95;>
2022-02-22;17:11:14;7,94;;1000;AVA;NON;;LB,CT;7,87;7,94;>
2022-02-22;17:10:25;7,95;;1257;AVA;MGF;;LB,CT;7,88;7,95;>
2022-02-22;17:09:47;7,93;;500;NON;MGF;;LB,CT;7,93;8;<
2022-02-22;17:08:53;7,97;;1000;AVA;MGF;;LB,CT;7,93;7,97;>
2022-02-22;17:07:57;7,94;;6314;NON;AVA;;LB,CT;7,94;7,98;<
2022-02-22;17:06:41;8,01;;1000;AVA;MGF;;LB,CT;7,97;8,01;>
2022-02-22;17:04:56;8,02;;187;AVA;NON;;LB,CT;7,97;8,02;>
2022-02-22;17:03:05;8,04;;246;AVA;NON;;LB,CT;7,97;7,99;>
2022-02-22;17:03:05;7,99;;104;AVA;AVA;;LB,CT;7,97;7,99;>
2022-02-22;17:02:59;7,98;;2506;MGF;AVA;;LB,CT;7,98;7,99;<
2022-02-22;17:00:25;7,99;;400;AVA;AVA;;LB,CT;7,94;7,99;>
2022-02-22;16:59:39;7,99;;115;AVA;AVA;;LB,CT;7,94;7,99;>
2022-02-22;16:58:25;7,99;;41;AVA;AVA;;LB,CT;7,95;7,99;>
2022-02-22;16:58:00;7,95;;174;NON;NON;;LB,CT;7,95;7,99;<
2022-02-22;16:57:18;7,99;;125;AVA;AVA;;LB,CT;7,95;7,99;>
2022-02-22;16:55:53;7,95;;12075;NON;AVA;;LB,CT;7,95;7,99;<
2022-02-22;16:54:29;7,99;;1000;NON;AVA;;LB,CT;7,96;7,99;>
2022-02-22;16:54:15;7,99;;817;AVA;AVA;;LB,CT;7,99;8,03;<
2022-02-22;16:53:29;7,99;;434;AVA;NON;;LB,CT;7,96;7,99;>
2022-02-22;16:48:59;8;;370;AVA;NON;;LB,CT;7,97;7,99;<
2022-02-22;16:48:59;8;;250;AVA;NON;;LB,CT;7,97;7,99;<
2022-02-22;16:48:59;8,02;;180;AVA;NON;;LB,CT;7,97;7,99;<
2022-02-22;16:48:59;8,03;;70;AVA;NON;;LB,CT;7,97;7,99;<
2022-02-22;16:48:59;8,03;;196;AVA;NON;;LB,CT;7,97;7,99;<
2022-02-22;16:47:12;8,04;;35;AVA;AVA;;LB,CT;8,03;8,04;>
2022-02-22;16:43:58;8,04;;124;AVA;AVA;;LB,CT;8,03;8,04;>
2022-02-22;16:39:17;8,04;;400;AVA;AVA;;LB,CT;8,03;8,04;<
2022-02-22;16:37:02;8,08;;20108;AVA;MGF;;LB,CT;8,04;8,08;>
2022-02-22;16:37:02;8,08;;7738;AVA;NON;;LB,CT;8,04;8,08;>
2022-02-22;16:36:45;8,08;;100;AVA;NON;;LB,CT;8,04;8,08;>
2022-02-22;16:35:45;8,09;;618;AVA;NON;;LB,CT;8,04;8,09;>
2022-02-22;16:33:08;8,09;;2;AVA;NON;;LB,CT;8,04;8,09;>
2022-02-22;16:29:13;8,09;;4010;AVA;NON;;LB,CT;8,04;8,09;>
2022-02-22;16:27:55;8,04;;26;AVA;AVA;;LB,CT;8,04;8,09;<
2022-02-22;16:27:00;8,04;;956;AVA;AVA;;LB,CT;8,03;8,04;>
2022-02-22;16:26:48;8,03;;106;AVA;AVA;;LB,CT;8,03;8,04;<
2022-02-22;16:26:33;8,04;;163;NON;AVA;;LB,CT;8,03;8,04;<
2022-02-22;16:26:27;8,04;;147;NON;AVA;;LB,CT;8,04;8,09;<
2022-02-22;16:24:45;8,08;;1000;AVA;NON;;LB,CT;8,03;8,08;>
2022-02-22;16:24:36;8,08;;129;AVA;NON;;LB,CT;8,03;8,08;<
2022-02-22;16:20:56;8,09;;1234;AVA;MGF;;LB,CT;8,03;8,09;>
2022-02-22;16:18:30;8,1;;6172;AVA;NON;;LB,CT;8,03;8,1;>
2022-02-22;16:16:41;8,03;;68;AVA;AVA;;LB,CT;8,03;8,09;<
2022-02-22;16:16:06;8,08;;2500;NON;NON;;LB,CT;8,03;8,08;>
2022-02-22;16:15:58;8,08;;617;AVA;NON;;LB,CT;8,04;8,08;<
2022-02-22;16:11:27;8,08;;5;AVA;NON;;LB,CT;8,03;8,08;>
2022-02-22;16:11:11;8,08;;245;AVA;NON;;LB,CT;8,03;8,08;>
2022-02-22;16:10:42;8,03;;250;AVA;AVA;;LB,CT;8,03;8,08;<
2022-02-22;16:10:25;8,08;;247;AVA;MGF;;LB,CT;8,03;8,08;>
2022-02-22;16:10:24;8,08;;94;AVA;NON;;LB,CT;8,03;8,08;>
2022-02-22;16:05:26;8,09;;58;AVA;NON;;LB,CT;8,05;8,09;>
2022-02-22;16:05:06;8,05;;942;AVA;AVA;;LB,CT;8,05;8,09;>
2022-02-22;16:03:19;8,05;;182;AVA;AVA;;LB,CT;8,01;8,05;<
2022-02-22;15:56:51;8,06;;2300;AVA;NON;;LB,CT;8,01;8,06;<
